"8.0","31.0","8.0","31.0","8.0","31.0","12.0","29.0","12.0","29.0","12.0","29.0","12.0","29.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","5.0","34.0","5.0","34.0","5.0","34.0","5.0","34.0","5.0","34.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","12.0","32.0","12.0","32.0","12.0","32.0","12.0","32.0","8.0","34.0","8.0","34.0","8.0","34.0","8.0","34.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","12.0","37.0","12.0","37.0","12.0","37.0","32.0","108.0","1.0","41.0","53.53643323282657"
"12.0","34.0","12.0","34.0","12.0","34.0","12.0","34.0","8.0","37.0","8.0","37.0","8.0","37.0","8.0","37.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","8.0","39.0","8.0","39.0","8.0","39.0","8.0","39.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","8.0","39.0","8.0","39.0","8.0","39.0","8.0","39.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","8.0","41.0","8.0","41.0","8.0","41.0","8.0","41.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","8.0","43.0","8.0","43.0","8.0","43.0","8.0","43.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","8.0","44.0","8.0","44.0","8.0","44.0","8.0","44.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","8.0","44.0","8.0","44.0","8.0","44.0","8.0","44.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","5.0","49.0","5.0","49.0","5.0","49.0","39.0","66.0","0.0","49.0","61.43313376538482"
"8.0","27.0","8.0","27.0","8.0","27.0","8.0","27.0","12.0","26.0","12.0","26.0","12.0","26.0","12.0","26.0","12.0","26.0","12.0","26.0","12.0","26.0","12.0","26.0","5.0","30.0","5.0","30.0","5.0","30.0","5.0","30.0","5.0","30.0","8.0","28.0","8.0","28.0","8.0","28.0","8.0","28.0","8.0","29.0","8.0","29.0","8.0","29.0","8.0","29.0","12.0","27.0","12.0","27.0","12.0","27.0","12.0","27.0","5.0","31.0","5.0","31.0","5.0","31.0","5.0","31.0","5.0","31.0","12.0","28.0","12.0","28.0","12.0","28.0","12.0","28.0","5.0","32.0","5.0","32.0","5.0","32.0","5.0","32.0","5.0","32.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","8.0","31.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","12.0","30.0","8.0","33.0","8.0","33.0","8.0","33.0","8.0","33.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","35.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","5.0","36.0","12.0","32.0","12.0","32.0","12.0","32.0","12.0","32.0","46.0","107.0","0.0","36.0","46.05724829406791"
"12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","8.0","41.0","8.0","41.0","8.0","41.0","8.0","41.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","8.0","44.0","8.0","44.0","8.0","44.0","8.0","44.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","47.0","8.0","47.0","8.0","47.0","8.0","47.0","5.0","51.0","47.0","90.0","0.0","50.0","63.251858274918995"
"12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","8.0","43.0","8.0","43.0","8.0","43.0","8.0","43.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","8.0","44.0","8.0","44.0","8.0","44.0","8.0","44.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","48.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","12.0","44.0","12.0","44.0","12.0","44.0","12.0","44.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","12.0","45.0","12.0","45.0","12.0","45.0","12.0","45.0","5.0","52.0","5.0","52.0","5.0","52.0","5.0","52.0","5.0","52.0","8.0","49.0","8.0","49.0","8.0","49.0","8.0","49.0","8.0","50.0","8.0","50.0","8.0","50.0","8.0","50.0","5.0","54.0","5.0","54.0","5.0","54.0","5.0","54.0","5.0","54.0","20.0","70.0","1.0","53.0","67.1896962604695"
"8.0","35.0","8.0","35.0","8.0","35.0","8.0","35.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","5.0","38.0","5.0","38.0","5.0","38.0","5.0","38.0","5.0","38.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","8.0","39.0","8.0","39.0","8.0","39.0","8.0","39.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","8.0","41.0","8.0","41.0","8.0","41.0","8.0","41.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","8.0","43.0","8.0","43.0","8.0","43.0","8.0","43.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","45.0","22.0","79.0","1.0","47.0","59.699912280243616"
"5.0","38.0","5.0","38.0","5.0","38.0","5.0","38.0","5.0","38.0","12.0","33.0","12.0","33.0","12.0","33.0","12.0","33.0","8.0","36.0","8.0","36.0","8.0","36.0","8.0","36.0","12.0","34.0","12.0","34.0","12.0","34.0","12.0","34.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","5.0","39.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","8.0","38.0","8.0","38.0","8.0","38.0","8.0","38.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","12.0","36.0","5.0","42.0","5.0","42.0","5.0","42.0","5.0","42.0","5.0","42.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","5.0","43.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","8.0","41.0","8.0","41.0","8.0","41.0","8.0","41.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","40.0","12.0","40.0","12.0","40.0","12.0","40.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","8.0","44.0","8.0","44.0","8.0","44.0","8.0","44.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","8.0","44.0","8.0","44.0","29.0","81.0","1.0","47.0","59.201937421802505"
"12.0","34.0","12.0","34.0","12.0","34.0","12.0","34.0","12.0","35.0","12.0","35.0","12.0","35.0","12.0","35.0","8.0","37.0","8.0","37.0","8.0","37.0","8.0","37.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","40.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","42.0","5.0","42.0","5.0","42.0","5.0","42.0","5.0","42.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","43.0","8.0","43.0","8.0","43.0","8.0","43.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","12.0","43.0","12.0","43.0","12.0","43.0","12.0","43.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","12.0","44.0","12.0","44.0","12.0","44.0","12.0","44.0","12.0","45.0","12.0","45.0","25.0","103.0","2.0","49.0","63.654445604600774"
"5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","5.0","41.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","37.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","12.0","38.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","44.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","45.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","12.0","41.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","45.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","5.0","49.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","47.0","8.0","47.0","8.0","47.0","8.0","47.0","8.0","48.0","8.0","48.0","8.0","48.0","8.0","48.0","12.0","45.0","12.0","45.0","12.0","45.0","18.0","82.0","2.0","51.0","64.03877341564221"
"8.0","40.0","8.0","40.0","8.0","40.0","8.0","40.0","8.0","41.0","8.0","41.0","8.0","41.0","8.0","41.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","12.0","39.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","42.0","8.0","43.0","8.0","43.0","8.0","43.0","8.0","43.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","46.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","5.0","47.0","12.0","42.0","12.0","42.0","12.0","42.0","12.0","42.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","45.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","12.0","43.0","12.0","43.0","12.0","43.0","12.0","43.0","8.0","46.0","8.0","46.0","8.0","46.0","8.0","46.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","50.0","5.0","51.0","5.0","51.0","5.0","51.0","5.0","51.0","5.0","51.0","8.0","49.0","8.0","49.0","8.0","49.0","8.0","49.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","46.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","12.0","47.0","19.0","74.0","2.0","54.0","67.41966971625257"
