"0","1","5","40","1582551533.923118","40"
"0","1","5","40","1582551533.923121","40"
"0","1","5","40","1582551533.923125","40"
"0","1","5","40","1582551533.923126","40"
"0","1","5","40","1582551533.923128","40"
"0","1","8","38","1582551533.923135","38"
"0","1","8","38","1582551533.923137","38"
"0","1","8","38","1582551533.923138","38"
"0","1","8","38","1582551533.92314","38"
"0","1","12","36","1582551533.923145","36"
"0","1","12","36","1582551533.923147","36"
"0","1","12","36","1582551533.923148","36"
"0","1","12","36","1582551533.92315","36"
"0","1","8","39","1582551533.923156","39"
"0","1","8","39","1582551533.923158","39"
"0","1","8","39","1582551533.92316","39"
"0","1","8","39","1582551533.923162","39"
"0","1","12","37","1582551533.923166","37"
"0","1","12","37","1582551533.923168","37"
"0","1","12","37","1582551533.92317","37"
"0","1","12","37","1582551533.923171","37"
"0","1","12","37","1582551533.923175","37"
"0","1","12","37","1582551533.923177","37"
"0","1","12","37","1582551533.923179","37"
"0","1","12","37","1582551533.92318","37"
"0","1","8","40","1582551533.923184","40"
"0","1","8","40","1582551533.923186","40"
"0","1","8","40","1582551533.923188","40"
"0","1","8","40","1582551533.92319","40"
"0","1","8","40","1582551533.923194","40"
"0","1","8","40","1582551533.923195","40"
"0","1","8","40","1582551533.923197","40"
"0","1","8","40","1582551533.923199","40"
"0","1","5","43","1582551533.923203","43"
"0","1","5","43","1582551533.923205","43"
"0","1","5","43","1582551533.923206","43"
"0","1","5","43","1582551533.923208","43"
"0","1","5","43","1582551533.92321","43"
"0","1","8","41","1582551533.923216","41"
"0","1","8","41","1582551533.923217","41"
"0","1","8","41","1582551533.923219","41"
"0","1","8","41","1582551533.923221","41"
"0","1","12","39","1582551533.923228","39"
"0","1","12","39","1582551533.92323","39"
"0","1","12","39","1582551533.923232","39"
"0","1","12","39","1582551533.923234","39"
"0","1","8","42","1582551533.923238","42"
"0","1","8","42","1582551533.92324","42"
"0","1","8","42","1582551533.923241","42"
"0","1","8","42","1582551533.923243","42"
"0","1","5","46","1582551533.923247","46"
"0","1","5","46","1582551533.923249","46"
"0","1","5","46","1582551533.92325","46"
"0","1","5","46","1582551533.923252","46"
"0","1","5","46","1582551533.923254","46"
"0","1","12","40","1582551533.923258","40"
"0","1","12","40","1582551533.92326","40"
"0","1","12","40","1582551533.923261","40"
"0","1","12","40","1582551533.923263","40"
"0","1","8","44","1582551533.923267","44"
"0","1","8","44","1582551533.923269","44"
"0","1","8","44","1582551533.923271","44"
"0","1","8","44","1582551533.923272","44"
"0","1","8","44","1582551533.923278","44"
"0","1","8","44","1582551533.92328","44"
"0","1","8","44","1582551533.923284","44"
"0","1","8","44","1582551533.923285","44"
"0","1","5","48","1582551533.92329","48"
"0","1","5","48","1582551533.923291","48"
"0","1","5","48","1582551533.923293","48"
"0","1","5","48","1582551533.923295","48"
"0","1","5","48","1582551533.923296","48"
"0","1","8","45","1582551533.9233","45"
"0","1","8","45","1582551533.923302","45"
"0","1","8","45","1582551533.923304","45"
"0","1","8","45","1582551533.923306","45"
"0","1","12","43","1582551533.92331","43"
"0","1","12","43","1582551533.923312","43"
"0","1","12","43","1582551533.923313","43"
"0","1","12","43","1582551533.923315","43"
"0","1","12","43","1582551533.923319","43"
"0","1","12","43","1582551533.923321","43"
"0","1","12","43","1582551533.923322","43"
"0","1","12","43","1582551533.923324","43"
"0","1","12","43","1582551533.923328","43"
"0","1","12","43","1582551533.92333","43"
"0","1","12","43","1582551533.923331","43"
"0","1","12","43","1582551533.923333","43"
"0","1","5","50","1582551533.923339","50"
"0","1","5","50","1582551533.923341","50"
"0","1","5","50","1582551533.923342","50"
"0","1","5","50","1582551533.923344","50"
"0","1","5","50","1582551533.923346","50"
"0","1","8","47","1582551533.92335","47"
"0","1","8","47","1582551533.923352","47"
"0","1","8","47","1582551533.923415","47"
"0","1","8","47","1582551533.923418","47"
"0","1","8","48","1582551533.923424","48"
"0","1","8","48","1582551533.923426","48"
"0","1","8","48","1582551533.923427","48"
"0","1","8","48","1582551533.923429","48"
"0","1","5","51","1582551533.923433","51"
"0","1","5","51","1582551533.923435","51"
"0","1","5","51","1582551533.923437","51"
"0","1","5","51","1582551533.923439","51"
"0","1","5","51","1582551533.92344","51"
"0","1","12","46","1582551533.923445","46"
"0","1","12","46","1582551533.923447","46"
"0","1","12","46","1582551533.923449","46"
"0","1","12","46","1582551533.92345","46"
"0","1","8","49","1582551533.923454","49"
"0","1","8","49","1582551533.923456","49"
"0","1","8","49","1582551533.923458","49"
"0","1","8","49","1582551533.923459","49"
"0","1","5","53","1582551533.923463","53"
"0","1","5","53","1582551533.923465","53"
"0","1","5","53","1582551533.923467","53"
"0","1","5","53","1582551533.923468","53"
"0","1","5","53","1582551533.92347","53"
"0","1","12","47","1582551533.923474","47"
"0","1","12","47","1582551533.923476","47"
"0","1","12","47","1582551533.923478","47"
"0","1","12","47","1582551533.923479","47"
"0","1","8","51","1582551533.923483","51"
"0","1","8","51","1582551533.923485","51"
"0","1","8","51","1582551533.923487","51"
"0","1","8","51","1582551533.923488","51"
"0","1","12","48","1582551533.923493","48"
"0","1","12","48","1582551533.923494","48"
"0","1","12","48","1582551533.923496","48"
"0","1","12","48","1582551533.923498","48"
"0","1","5","55","1582551533.923502","55"
"0","1","5","55","1582551533.923503","55"
"0","1","5","55","1582551533.923505","55"
"0","1","5","55","1582551533.923507","55"
"0","1","5","55","1582551533.923508","55"
"0","1","5","56","1582551533.923513","56"
"0","1","5","56","1582551533.923514","56"
"0","1","5","56","1582551533.923516","56"
"0","1","5","56","1582551533.923518","56"
"0","1","5","56","1582551533.923519","56"
"0","1","12","50","1582551533.923523","50"
"0","1","12","50","1582551533.923525","50"
"0","1","12","50","1582551533.923527","50"
"0","1","12","50","1582551533.923528","50"
"0","1","12","50","1582551533.923532","50"
